exercise,w1,r1,w2,r2,volume,delta_weight,delta_reps,session_gap,session_date,next_weight,next_reps
Shoulder Press (Dumbbell),17.5,13,12.5,17,1390.0,-5.0,4.0,6.999305555555556,2026-01-15T12:11:00+00:00,15.0,25.0
Shoulder Press (Dumbbell),20.0,9,15.0,6,1347.5,-5.0,-3.0,7.001388888888889,2026-01-22T12:10:00+00:00,20.0,20.0
Shoulder Press (Dumbbell),20.0,9,15.0,13,1467.5,-5.0,4.0,6.919444444444444,2026-01-29T12:12:00+00:00,15.0,25.0
Shoulder Press (Dumbbell),15.0,16,10.0,20,1485.0,-5.0,4.0,7.094444444444444,2026-02-05T10:16:00+00:00,20.0,17.0
Shoulder Press (Dumbbell),22.5,13,17.5,13,1152.5,-5.0,0.0,6.936805555555556,2026-02-12T12:32:00+00:00,15.0,25.0
Shoulder Press (Dumbbell),22.5,10,17.5,14,1287.5,-5.0,4.0,6.760416666666667,2026-02-19T11:01:00+00:00,20.0,17.0
Shoulder Press (Dumbbell),25.0,6,17.5,15,1045.0,-7.5,9.0,7.370138888888889,2026-02-26T05:16:00+00:00,20.0,17.0
Shoulder Press (Dumbbell),25.0,7,17.5,12,1040.0,-7.5,5.0,6.979861111111111,2026-03-05T14:09:00+00:00,20.0,15.0
Shoulder Press (Dumbbell),17.5,8,15.0,12,1182.5,-2.5,4.0,6.615972222222222,2026-03-12T13:40:00+00:00,20.0,16.0
Shrug (Dumbbell),17.5,15,15.0,15,1520.0,-2.5,0.0,7.017361111111111,2025-05-22T10:21:00+00:00,20.0,24.0
Shrug (Dumbbell),17.5,15,15.0,15,1657.5,-2.5,0.0,6.948611111111111,2025-05-29T10:46:00+00:00,20.0,27.0
Shrug (Dumbbell),17.5,16,15.0,17,1795.0,-2.5,1.0,2.841666666666667,2025-06-05T09:32:00+00:00,20.0,18.0
Shrug (Dumbbell),15.0,12,10.0,28,1362.5,-5.0,16.0,4.164583333333334,2025-06-08T05:44:00+00:00,20.0,23.0
Shrug (Dumbbell),17.5,16,15.0,15,1542.5,-2.5,-1.0,13.984722222222222,2025-06-12T09:41:00+00:00,20.0,25.0
Shrug (Dumbbell),17.5,15,15.0,12,1685.0,-2.5,-3.0,7.024305555555555,2025-06-26T09:19:00+00:00,22.5,17.0
Shrug (Dumbbell),22.5,12,17.5,10,1227.5,-5.0,-2.0,2.790277777777778,2025-07-03T09:54:00+00:00,22.5,17.0
Shrug (Dumbbell),15.0,12,12.5,12,1372.5,-2.5,0.0,4.335416666666666,2025-07-06T04:52:00+00:00,22.5,23.0
Shrug (Dumbbell),17.5,12,15.0,10,1657.5,-2.5,-2.0,7.007638888888889,2025-07-10T12:55:00+00:00,22.5,21.0
Shrug (Dumbbell),20.0,20,15.0,19,1780.0,-5.0,-1.0,2.654861111111111,2025-07-17T13:06:00+00:00,22.5,23.0
Shrug (Dumbbell),20.0,20,15.0,19,1742.5,-5.0,-1.0,6.997916666666667,2025-07-20T04:49:00+00:00,22.5,24.0
Shrug (Dumbbell),22.5,23,17.5,7,1937.5,-5.0,-16.0,4.361111111111111,2025-07-27T04:46:00+00:00,22.5,23.0
Shrug (Dumbbell),15.0,13,12.5,12,1930.0,-2.5,-1.0,2.65,2025-07-31T13:26:00+00:00,22.5,24.0
Shrug (Dumbbell),15.0,13,12.5,15,2052.5,-2.5,2.0,4.3493055555555555,2025-08-03T05:02:00+00:00,22.5,23.0
Shrug (Dumbbell),25.0,19,17.5,14,1857.5,-7.5,-5.0,2.65,2025-08-07T13:25:00+00:00,22.5,24.0
Shrug (Dumbbell),25.0,10,20.0,10,990.0,-5.0,0.0,11.329166666666667,2025-08-10T05:01:00+00:00,20.0,23.0
Shrug (Dumbbell),25.0,14,17.5,8,950.0,-7.5,-6.0,2.6743055555555557,2025-08-21T12:55:00+00:00,22.5,20.0
Shrug (Dumbbell),22.5,20,15.0,14,660.0,-7.5,-6.0,6.986805555555556,2025-08-24T05:06:00+00:00,20.0,24.0
Shrug (Dumbbell),22.5,20,17.5,25,1367.5,-5.0,5.0,4.217361111111111,2025-08-31T04:47:00+00:00,20.0,25.0
Shrug (Dumbbell),15.0,12,12.5,15,1817.5,-2.5,3.0,2.779861111111111,2025-09-04T10:00:00+00:00,20.0,26.0
Shrug (Dumbbell),20.0,13,15.0,15,1455.0,-5.0,2.0,5.347916666666666,2025-09-07T04:43:00+00:00,20.0,27.0
Shrug (Dumbbell),22.5,22,17.5,13,1262.5,-5.0,-9.0,6.976388888888889,2025-09-12T13:04:00+00:00,20.0,22.0
Shrug (Dumbbell),20.0,8,17.5,8,1100.0,-2.5,0.0,1.6784722222222221,2025-09-19T12:30:00+00:00,22.5,22.0
Shrug (Dumbbell),20.0,10,12.5,12,2242.5,-7.5,2.0,7.00625,2025-09-21T04:47:00+00:00,22.5,23.0
Shrug (Dumbbell),17.5,11,15.0,10,2030.0,-2.5,-1.0,6.997222222222222,2025-09-28T04:56:00+00:00,22.5,24.0
Shrug (Dumbbell),15.0,12,12.5,20,1860.0,-2.5,8.0,2.977777777777778,2025-10-05T04:52:00+00:00,22.5,25.0
Shrug (Dumbbell),17.5,12,12.5,22,2097.5,-5.0,10.0,4.0375,2025-10-08T04:20:00+00:00,22.5,25.0
Shrug (Dumbbell),22.5,15,17.5,7,1657.5,-5.0,-8.0,3.2555555555555555,2025-10-12T05:14:00+00:00,22.5,24.0
Shrug (Dumbbell),17.5,15,15.0,15,2240.0,-2.5,0.0,3.7305555555555556,2025-10-15T11:22:00+00:00,22.5,25.0
Shrug (Dumbbell),17.5,15,12.5,18,2160.0,-5.0,3.0,2.8986111111111112,2025-10-19T04:54:00+00:00,22.5,22.0
Shrug (Dumbbell),25.0,15,20.0,7,1560.0,-5.0,-8.0,4.097916666666666,2025-10-22T02:28:00+00:00,22.5,22.0
Shrug (Dumbbell),22.5,17,17.5,11,1645.0,-5.0,-6.0,4.2555555555555555,2025-10-26T04:49:00+00:00,22.5,25.0
Shrug (Dumbbell),20.0,18,15.0,20,2197.5,-5.0,2.0,2.779861111111111,2025-10-30T10:57:00+00:00,22.5,27.0
Shrug (Dumbbell),20.0,18,15.0,12,2222.5,-5.0,-6.0,4.241666666666666,2025-11-02T05:40:00+00:00,25.0,26.0
Shrug (Dumbbell),20.0,12,17.5,10,1935.0,-2.5,-2.0,2.7430555555555554,2025-11-06T11:28:00+00:00,25.0,22.0
Shrug (Dumbbell),22.5,21,17.5,12,1772.5,-5.0,-9.0,3.2583333333333333,2025-11-09T05:18:00+00:00,25.0,26.0
Shrug (Dumbbell),22.5,12,17.5,12,2030.0,-5.0,0.0,3.723611111111111,2025-11-12T11:30:00+00:00,25.0,22.0
Shrug (Dumbbell),22.5,12,17.5,15,1907.5,-5.0,3.0,4.280555555555556,2025-11-16T04:52:00+00:00,25.0,25.0
Shrug (Dumbbell),20.0,15,15.0,15,2140.0,-5.0,0.0,2.7979166666666666,2025-11-20T11:36:00+00:00,30.0,13.0
Shrug (Dumbbell),20.0,12,12.5,16,1587.5,-7.5,4.0,4.146527777777778,2025-11-23T06:45:00+00:00,25.0,27.0
Shrug (Dumbbell),22.5,12,17.5,20,2360.0,-5.0,8.0,2.772222222222222,2025-11-27T10:16:00+00:00,30.0,20.0
Shrug (Dumbbell),25.0,6,17.5,12,1455.0,-7.5,6.0,5.253472222222222,2025-11-30T04:48:00+00:00,30.0,21.0
Shrug (Dumbbell),25.0,8,20.0,12,1965.0,-5.0,4.0,1.7618055555555556,2025-12-05T10:53:00+00:00,30.0,13.0
Shrug (Dumbbell),22.5,12,17.5,18,1800.0,-5.0,6.0,4.236805555555556,2025-12-07T05:10:00+00:00,30.0,22.0
Shrug (Dumbbell),22.5,5,15.0,20,1637.5,-7.5,15.0,7.010416666666667,2025-12-11T10:51:00+00:00,30.0,20.0
Shrug (Dumbbell),22.5,12,17.5,18,2325.0,-5.0,6.0,6.975694444444445,2025-12-18T11:06:00+00:00,30.0,24.0
Shrug (Dumbbell),22.5,12,20.0,13,2135.0,-2.5,1.0,2.7694444444444444,2025-12-25T10:31:00+00:00,30.0,17.0
Shrug (Dumbbell),35.0,5,25.0,12,1305.0,-10.0,7.0,3.0284722222222222,2025-12-28T04:59:00+00:00,30.0,20.0
Shrug (Dumbbell),25.0,14,17.5,15,1932.5,-7.5,1.0,3.953472222222222,2025-12-31T05:40:00+00:00,20.0,30.0
Shrug (Dumbbell),25.0,20,17.5,15,1362.5,-7.5,-5.0,4.250694444444444,2026-01-04T04:33:00+00:00,30.0,24.0
Shrug (Dumbbell),22.5,15,20.0,10,1852.5,-2.5,-5.0,2.7576388888888888,2026-01-08T10:34:00+00:00,25.0,23.0
Shrug (Dumbbell),20.0,15,15.0,20,1625.0,-5.0,5.0,4.309722222222222,2026-01-11T04:45:00+00:00,30.0,24.0
Shrug (Dumbbell),25.0,12,20.0,12,1610.0,-5.0,0.0,2.7305555555555556,2026-01-15T12:11:00+00:00,30.0,20.0
Shrug (Dumbbell),25.0,7,20.0,17,1697.5,-5.0,10.0,4.26875,2026-01-18T05:43:00+00:00,30.0,22.0
Shrug (Dumbbell),30.0,18,22.5,15,2252.5,-7.5,-3.0,2.7159722222222222,2026-01-22T12:10:00+00:00,30.0,15.0
Shrug (Dumbbell),35.0,5,22.5,20,1415.0,-12.5,15.0,4.285416666666666,2026-01-25T05:21:00+00:00,30.0,23.0
Shrug (Dumbbell),22.5,23,17.5,9,2400.0,-5.0,-14.0,2.7090277777777776,2026-01-29T12:12:00+00:00,25.0,20.0
Shrug (Dumbbell),22.5,15,20.0,12,1677.5,-2.5,-3.0,4.210416666666666,2026-02-01T05:13:00+00:00,20.0,32.0
Shrug (Dumbbell),25.0,22,17.5,15,2015.0,-7.5,-7.0,7.094444444444444,2026-02-05T10:16:00+00:00,25.0,27.0
Shrug (Dumbbell),35.0,10,22.5,15,1902.5,-12.5,5.0,2.675,2026-02-12T12:32:00+00:00,22.5,25.0
Shrug (Dumbbell),30.0,18,22.5,11,1350.0,-7.5,-7.0,4.261805555555555,2026-02-15T04:44:00+00:00,25.0,18.0
Shrug (Dumbbell),35.0,8,22.5,12,1540.0,-12.5,4.0,2.7493055555555554,2026-02-19T11:01:00+00:00,25.0,25.0
Shrug (Dumbbell),30.0,16,20.0,16,1425.0,-10.0,0.0,4.011111111111111,2026-02-22T05:00:00+00:00,30.0,20.0
Shrug (Dumbbell),22.5,12,20.0,12,1390.0,-2.5,0.0,4.2125,2026-02-26T05:16:00+00:00,30.0,15.0
Shrug (Dumbbell),35.0,5,22.5,13,917.5,-12.5,8.0,3.157638888888889,2026-03-02T10:22:00+00:00,30.0,18.0
Shrug (Dumbbell),22.5,15,20.0,8,1282.5,-2.5,-7.0,6.979861111111111,2026-03-05T14:09:00+00:00,30.0,20.0
Shrug (Dumbbell),25.0,10,20.0,15,1360.0,-5.0,5.0,2.6777777777777776,2026-03-12T13:40:00+00:00,30.0,17.0
Shrug (Dumbbell),22.5,13,20.0,15,1552.5,-2.5,2.0,3.9381944444444446,2026-03-15T05:56:00+00:00,30.0,22.0
Shrug (Dumbbell),30.0,8,22.5,13,1262.5,-7.5,5.0,3.035416666666667,2026-03-19T04:27:00+00:00,30.0,16.0
Side Bend,0.0,10,0.0,12,0.0,0.0,2.0,12.02361111111111,2025-11-27T10:16:00+00:00,0.0,16.0
Side Bend,0.0,16,0.0,17,0.0,0.0,1.0,20.981944444444444,2025-12-09T10:50:00+00:00,0.0,19.0
Side Bend,0.0,19,0.0,20,0.0,0.0,1.0,9.006944444444445,2025-12-30T10:24:00+00:00,0.0,23.0
Side Bend,0.0,23,0.0,24,0.0,0.0,1.0,5.079861111111111,2026-01-08T10:34:00+00:00,0.0,25.0
Side Bend,0.0,24,0.0,25,0.0,0.0,1.0,13.91388888888889,2026-01-13T12:29:00+00:00,0.0,27.0
Side Bend (Dumbbell),15.0,20,15.0,20,600.0,0.0,0.0,5.979166666666667,2025-05-20T10:27:00+00:00,20.0,15.0
Side Bend (Dumbbell),20.0,15,20.0,15,600.0,0.0,0.0,13.969444444444445,2025-05-26T09:57:00+00:00,20.0,22.0
Side Bend (Dumbbell),20.0,22,20.0,17,780.0,0.0,-5.0,15.0,2025-06-09T09:13:00+00:00,20.0,22.0
Side Bend (Dumbbell),20.0,22,20.0,19,820.0,0.0,-3.0,7.017361111111111,2025-06-24T09:13:00+00:00,20.0,22.0
Side Bend (Dumbbell),20.0,22,22.5,20,890.0,2.5,-2.0,7.047916666666667,2025-07-01T09:38:00+00:00,20.0,20.0
Side Bend (Dumbbell),20.0,20,22.5,15,737.5,2.5,-5.0,24.079166666666666,2025-07-08T10:47:00+00:00,20.0,21.0
Side Bend (Dumbbell),20.0,21,22.5,1500,34170.0,2.5,1479.0,53.015277777777776,2025-08-01T12:41:00+00:00,20.0,22.0
Side Bend (Dumbbell),22.5,15,15.0,15,1002.5,-7.5,0.0,22.99513888888889,2025-09-23T13:03:00+00:00,22.5,15.0
Single Arm Curl (Cable),10.0,16,5.0,15,535.0,-5.0,-1.0,8.99236111111111,2025-05-26T09:57:00+00:00,10.0,18.0
Single Arm Curl (Cable),10.0,19,10.0,15,740.0,0.0,-4.0,20.976388888888888,2025-06-04T09:46:00+00:00,10.0,18.0
Single Arm Curl (Cable),10.0,20,5.0,22,765.0,-5.0,2.0,154.05694444444444,2025-06-25T09:12:00+00:00,10.0,19.0
Single Arm Lateral Raise (Cable),10.0,13,5.0,20,565.0,-5.0,7.0,7.017361111111111,2025-05-22T10:21:00+00:00,10.0,10.0
Single Arm Lateral Raise (Cable),5.0,18,5.0,30,730.0,0.0,12.0,13.95486111111111,2025-05-29T10:46:00+00:00,5.0,26.0
Single Arm Lateral Raise (Cable),5.0,30,5.0,31,855.0,0.0,1.0,13.984722222222222,2025-06-12T09:41:00+00:00,5.0,26.0
Single Arm Lateral Raise (Cable),10.0,17,5.0,23,565.0,-5.0,6.0,7.024305555555555,2025-06-26T09:19:00+00:00,5.0,28.0
Single Arm Lateral Raise (Cable),10.0,12,5.0,16,590.0,-5.0,4.0,14.133333333333333,2025-07-03T09:54:00+00:00,5.0,29.0
Single Arm Lateral Raise (Cable),10.0,17,5.0,22,685.0,-5.0,5.0,21.013194444444444,2025-07-17T13:06:00+00:00,5.0,30.0
Single Arm Lateral Raise (Cable),5.0,30,10.0,19,340.0,5.0,-11.0,22.875694444444445,2025-08-07T13:25:00+00:00,5.0,23.0
Single Arm Lateral Raise (Cable),10.0,15,5.0,17,350.0,-5.0,2.0,28.014583333333334,2025-08-30T10:26:00+00:00,5.0,26.0
Single Arm Lateral Raise (Cable),10.0,16,5.0,20,660.0,-5.0,4.0,16.999305555555555,2025-09-27T10:47:00+00:00,5.0,27.0
Single Arm Lateral Raise (Cable),10.0,16,5.0,20,655.0,-5.0,4.0,73.98541666666667,2025-10-14T10:46:00+00:00,5.0,28.0
Single Arm Lateral Raise (Cable),10.0,15,5.0,18,380.0,-5.0,3.0,33.074305555555554,2025-12-27T10:25:00+00:00,5.0,25.0
Single Arm Lateral Raise (Cable),5.0,18,5.0,28,505.0,0.0,10.0,20.950694444444444,2026-01-29T12:12:00+00:00,5.0,25.0
Single Arm Overhead,10.0,12,5.0,11,285.0,-5.0,-1.0,1.80625,2025-06-07T13:52:00+00:00,10.0,16.0
Single Arm Overhead,10.0,15,5.0,15,535.0,-5.0,0.0,19.084722222222222,2025-06-09T09:13:00+00:00,5.0,21.0
Single Arm Overhead,10.0,10,5.0,15,280.0,-5.0,5.0,1.9201388888888888,2025-06-28T11:15:00+00:00,5.0,25.0
Single Arm Overhead,10.0,17,5.0,15,530.0,-5.0,-2.0,14.213194444444444,2025-06-30T09:20:00+00:00,5.0,18.0
Single Arm Overhead,10.0,18,5.0,16,570.0,-5.0,-2.0,4.80625,2025-07-14T14:27:00+00:00,5.0,25.0
Single Arm Overhead,10.0,16,5.0,16,525.0,-5.0,0.0,1.9930555555555556,2025-07-19T09:48:00+00:00,5.0,26.0
Single Arm Overhead,10.0,22,5.0,15,605.0,-5.0,-7.0,5.035416666666666,2025-07-21T09:38:00+00:00,5.0,28.0
Single Arm Tricep Extension (Dumbbell),5.0,12,2.5,20,110.0,-2.5,8.0,16.255555555555556,2025-09-06T07:15:00+00:00,2.5,20.0
Single Arm Triceps Pushdown (Cable),10.0,13,5.0,15,665.0,-5.0,2.0,7.623611111111111,2025-05-23T10:49:00+00:00,10.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,13,5.0,15,825.0,-5.0,2.0,7.503472222222222,2025-05-31T01:47:00+00:00,10.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,11,5.0,16,705.0,-5.0,5.0,41.830555555555556,2025-06-07T13:52:00+00:00,10.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,12,5.0,15,830.0,-5.0,3.0,114.07847222222222,2025-07-19T09:48:00+00:00,10.0,22.0
Single Arm Triceps Pushdown (Cable),10.0,12,5.0,18,980.0,-5.0,6.0,18.952083333333334,2025-11-10T11:41:00+00:00,10.0,22.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,20,1185.0,-5.0,5.0,1.9979166666666666,2025-11-29T10:32:00+00:00,15.0,20.0
Single Arm Triceps Pushdown (Cable),15.0,22,10.0,16,1250.0,-5.0,-6.0,5.0125,2025-12-01T10:29:00+00:00,15.0,20.0
Single Arm Triceps Pushdown (Cable),20.0,12,5.0,18,630.0,-15.0,6.0,1.95625,2025-12-06T10:47:00+00:00,15.0,22.0
Single Arm Triceps Pushdown (Cable),10.0,12,5.0,15,1150.0,-5.0,3.0,5.045138888888889,2025-12-08T09:44:00+00:00,15.0,23.0
Single Arm Triceps Pushdown (Cable),10.0,11,5.0,20,1190.0,-5.0,9.0,1.9493055555555556,2025-12-13T10:49:00+00:00,15.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,20,1345.0,-5.0,5.0,5.0368055555555555,2025-12-15T09:36:00+00:00,15.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,16,5.0,20,1480.0,-5.0,4.0,2.004861111111111,2025-12-20T10:29:00+00:00,15.0,22.0
Single Arm Triceps Pushdown (Cable),10.0,20,5.0,20,1690.0,-5.0,0.0,6.99375,2025-12-22T10:36:00+00:00,10.0,25.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,16,1310.0,-5.0,1.0,5.004861111111111,2025-12-29T10:27:00+00:00,10.0,25.0
Single Arm Triceps Pushdown (Cable),20.0,18,10.0,15,1235.0,-10.0,-3.0,1.9951388888888888,2026-01-03T10:34:00+00:00,10.0,27.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,25,1430.0,-5.0,10.0,7.1194444444444445,2026-01-05T10:27:00+00:00,15.0,15.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,18,1325.0,-5.0,3.0,4.901388888888889,2026-01-12T13:19:00+00:00,15.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,22,1520.0,-5.0,7.0,1.9770833333333333,2026-01-17T10:57:00+00:00,15.0,24.0
Single Arm Triceps Pushdown (Cable),10.0,17,5.0,23,1635.0,-5.0,6.0,4.997916666666667,2026-01-19T10:24:00+00:00,15.0,27.0
Single Arm Triceps Pushdown (Cable),10.0,18,5.0,22,1465.0,-5.0,4.0,7.007638888888889,2026-01-24T10:21:00+00:00,10.0,30.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,20,1290.0,-5.0,5.0,3.0131944444444443,2026-01-31T10:32:00+00:00,10.0,30.0
Single Arm Triceps Pushdown (Cable),10.0,10,5.0,17,1285.0,-5.0,7.0,3.935416666666667,2026-02-03T10:51:00+00:00,10.0,27.0
Single Arm Triceps Pushdown (Cable),15.0,25,5.0,30,795.0,-10.0,5.0,2.0625,2026-02-07T09:18:00+00:00,10.0,20.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,18,1000.0,-5.0,3.0,5.004166666666666,2026-02-09T10:48:00+00:00,10.0,22.0
Single Arm Triceps Pushdown (Cable),20.0,15,10.0,18,1075.0,-10.0,3.0,2.9868055555555557,2026-02-14T10:54:00+00:00,10.0,25.0
Single Arm Triceps Pushdown (Cable),20.0,10,10.0,18,930.0,-10.0,8.0,3.9923611111111112,2026-02-17T10:35:00+00:00,10.0,25.0
Single Arm Triceps Pushdown (Cable),20.0,8,10.0,18,860.0,-10.0,10.0,2.0479166666666666,2026-02-21T10:24:00+00:00,10.0,25.0
Single Arm Triceps Pushdown (Cable),10.0,20,5.0,20,1080.0,-5.0,0.0,4.945833333333334,2026-02-23T11:33:00+00:00,15.0,18.0
Single Arm Triceps Pushdown (Cable),20.0,10,10.0,20,890.0,-10.0,10.0,4.100694444444445,2026-02-28T10:15:00+00:00,15.0,22.0
Single Arm Triceps Pushdown (Cable),20.0,12,10.0,15,980.0,-10.0,3.0,4.938194444444444,2026-03-04T12:40:00+00:00,15.0,22.0
Single Arm Triceps Pushdown (Cable),10.0,15,5.0,20,1140.0,-5.0,5.0,4.968055555555556,2026-03-09T11:11:00+00:00,15.0,23.0
Skullcrusher (Barbell),15.0,22,10.0,22,1220.0,-5.0,0.0,4.945833333333334,2026-02-23T11:33:00+00:00,15.0,20.0
Skullcrusher (Barbell),20.0,15,10.0,18,1110.0,-10.0,3.0,4.100694444444445,2026-02-28T10:15:00+00:00,20.0,15.0
Skullcrusher (Barbell),25.0,8,10.0,18,1040.0,-15.0,10.0,4.938194444444444,2026-03-04T12:40:00+00:00,20.0,18.0
Skullcrusher (Barbell),25.0,10,10.0,20,1110.0,-15.0,10.0,4.968055555555556,2026-03-09T11:11:00+00:00,20.0,20.0
Skullcrusher (Barbell),25.0,10,10.0,18,1155.0,-15.0,8.0,2.0631944444444446,2026-03-14T10:25:00+00:00,20.0,22.0
Skullcrusher (Dumbbell),2.5,11,2.5,22,162.5,0.0,11.0,7.623611111111111,2025-05-23T10:49:00+00:00,5.0,10.0
Skullcrusher (Dumbbell),5.0,13,2.5,15,182.5,-2.5,2.0,175.4361111111111,2025-05-31T01:47:00+00:00,5.0,13.0
Skullcrusher (Dumbbell),5.0,9,2.5,9,295.0,-2.5,0.0,8.926388888888889,2025-11-22T12:15:00+00:00,5.0,20.0
Skullcrusher (Dumbbell),5.0,12,2.5,15,415.0,-2.5,3.0,6.96875,2025-12-01T10:29:00+00:00,5.0,21.0
Skullcrusher (Dumbbell),5.0,12,2.5,15,487.5,-2.5,3.0,5.045138888888889,2025-12-08T09:44:00+00:00,7.5,17.0
Skullcrusher (Dumbbell),5.0,12,2.5,15,360.0,-2.5,3.0,1.9493055555555556,2025-12-13T10:49:00+00:00,7.5,20.0
Skullcrusher (Dumbbell),5.0,15,2.5,15,572.5,-2.5,0.0,5.0368055555555555,2025-12-15T09:36:00+00:00,7.5,19.0
Skullcrusher (Dumbbell),7.5,20,2.5,20,527.5,-5.0,0.0,2.004861111111111,2025-12-20T10:29:00+00:00,7.5,23.0
Skullcrusher (Dumbbell),5.0,20,2.5,22,747.5,-2.5,2.0,4.992361111111111,2025-12-22T10:36:00+00:00,7.5,24.0
Skullcrusher (Dumbbell),5.0,18,2.5,16,695.0,-2.5,-2.0,2.001388888888889,2025-12-27T10:25:00+00:00,2.5,27.0
Skullcrusher (Dumbbell),7.5,16,5.0,16,455.0,-2.5,0.0,7.0,2025-12-29T10:27:00+00:00,5.0,28.0
Skullcrusher (Dumbbell),7.5,20,5.0,18,577.5,-2.5,-2.0,5.025,2026-01-05T10:27:00+00:00,7.5,5.0
Skullcrusher (Dumbbell),5.0,15,2.5,20,430.0,-2.5,5.0,2.0944444444444446,2026-01-10T11:03:00+00:00,7.5,22.0
Skullcrusher (Dumbbell),7.5,12,5.0,15,680.0,-2.5,3.0,4.901388888888889,2026-01-12T13:19:00+00:00,7.5,24.0
Skullcrusher (Dumbbell),7.5,15,5.0,17,652.5,-2.5,2.0,1.9770833333333333,2026-01-17T10:57:00+00:00,7.5,26.0
Skullcrusher (Dumbbell),10.0,15,7.5,18,740.0,-2.5,3.0,12.005555555555556,2026-01-19T10:24:00+00:00,7.5,27.0
Skullcrusher (Dumbbell),10.0,18,5.0,22,752.5,-5.0,4.0,6.948611111111111,2026-01-31T10:32:00+00:00,5.0,32.0
Skullcrusher (Dumbbell),7.5,25,2.5,32,427.5,-5.0,7.0,2.0625,2026-02-07T09:18:00+00:00,7.5,22.0
Skullcrusher (Dumbbell),5.0,15,2.5,20,690.0,-2.5,5.0,5.004166666666666,2026-02-09T10:48:00+00:00,7.5,22.0
Skullcrusher (Dumbbell),10.0,18,5.0,20,595.0,-5.0,2.0,2.9868055555555557,2026-02-14T10:54:00+00:00,7.5,25.0
Skullcrusher (Dumbbell),10.0,17,5.0,15,592.5,-5.0,-2.0,3.9923611111111112,2026-02-17T10:35:00+00:00,10.0,17.0
Spider Curl (Dumbbell),5.0,12,2.5,15,450.0,-2.5,3.0,14.036111111111111,2025-12-08T09:44:00+00:00,5.0,23.0
Squat (Barbell),50.0,15,60.0,15,2650.0,10.0,0.0,5.930555555555555,2025-05-24T12:34:00+00:00,20.0,20.0
Squat (Barbell),75.0,15,75.0,16,3775.0,0.0,1.0,6.970833333333333,2025-05-30T10:54:00+00:00,20.0,20.0
Squat (Barbell),80.0,15,80.0,16,3930.0,0.0,1.0,6.947916666666667,2025-06-06T10:12:00+00:00,20.0,15.0
Squat (Barbell),80.0,16,85.0,15,4115.0,5.0,-1.0,14.221527777777778,2025-06-13T08:57:00+00:00,60.0,20.0
Squat (Barbell),80.0,16,85.0,15,5155.0,5.0,-1.0,7.877777777777778,2025-06-27T14:16:00+00:00,70.0,20.0
Squat (Barbell),90.0,15,100.0,12,3950.0,10.0,-3.0,6.0368055555555555,2025-07-05T11:20:00+00:00,70.0,20.0
Squat (Barbell),90.0,15,100.0,11,3850.0,10.0,-4.0,7.036111111111111,2025-07-11T12:13:00+00:00,70.0,17.0
Squat (Barbell),90.0,15,90.0,12,3620.0,0.0,-3.0,6.975694444444445,2025-07-18T13:05:00+00:00,20.0,13.0
Squat (Barbell),60.0,15,70.0,18,3120.0,10.0,3.0,7.007638888888889,2025-07-25T12:30:00+00:00,70.0,16.0
Squat (Barbell),75.0,15,80.0,15,3445.0,5.0,0.0,7.051388888888889,2025-08-01T12:41:00+00:00,80.0,14.0
Squat (Barbell),80.0,16,60.0,13,3180.0,-20.0,-3.0,5.936805555555556,2025-08-08T13:55:00+00:00,20.0,12.0
Squat (Barbell),50.0,12,50.0,13,1490.0,0.0,1.0,15.038194444444445,2025-08-14T12:24:00+00:00,40.0,15.0
Squat (Barbell),50.0,12,50.0,14,1900.0,0.0,2.0,6.884722222222222,2025-08-29T13:19:00+00:00,60.0,15.0
Squat (Barbell),65.0,12,65.0,13,2525.0,0.0,1.0,7.104861111111111,2025-09-05T10:33:00+00:00,50.0,14.0
Squat (Barbell),65.0,8,60.0,5,2300.0,-5.0,-3.0,6.976388888888889,2025-09-12T13:04:00+00:00,60.0,16.0
Squat (Barbell),65.0,13,60.0,8,3325.0,-5.0,-5.0,6.910416666666666,2025-09-19T12:30:00+00:00,60.0,15.0
Squat (Barbell),55.0,14,20.0,12,2660.0,-35.0,-2.0,7.094444444444444,2025-09-26T10:21:00+00:00,55.0,12.0
Squat (Barbell),60.0,13,60.0,10,2040.0,0.0,-3.0,7.925,2025-10-03T12:37:00+00:00,55.0,14.0
Squat (Barbell),60.0,12,50.0,14,2190.0,-10.0,2.0,16.96527777777778,2025-10-11T10:49:00+00:00,20.0,16.0
Squat (Barbell),55.0,14,55.0,12,2450.0,0.0,-2.0,3.167361111111111,2025-10-28T09:59:00+00:00,20.0,12.0
Squat (Barbell),55.0,12,20.0,12,240.0,-35.0,0.0,6.8375,2025-10-31T14:00:00+00:00,60.0,14.0
